ENTO_ID,Target_Organism_Name,Target_Type,Taxonomy_ID,Superkingdom,Kingdom,Phylum,Class,Order,Family,Genus
ENTO00634,Pseudomonas aeruginosa 1688,ORGANISM,287,Bacteria,No Rank at Level Kingdom,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas
ENTO00635,Pseudomonas aeruginosa 2A,ORGANISM,287,Bacteria,No Rank at Level Kingdom,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas
ENTO00636,Pseudomonas aeruginosa ATCC 10145,ORGANISM,287,Bacteria,No Rank at Level Kingdom,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas
ENTO00637,Pseudomonas aeruginosa ATCC 15442,ORGANISM,1424337,Bacteria,No Rank at Level Kingdom,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas
ENTO00638,Pseudomonas aeruginosa ATCC 15542,ORGANISM,1424337,Bacteria,No Rank at Level Kingdom,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas
ENTO00639,Pseudomonas aeruginosa ATCC 27079,ORGANISM,287,Bacteria,No Rank at Level Kingdom,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas
ENTO00640,Pseudomonas aeruginosa ATCC 27833,ORGANISM,287,Bacteria,No Rank at Level Kingdom,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas
ENTO00641,Pseudomonas aeruginosa ATCC 27853,ORGANISM,287,Bacteria,No Rank at Level Kingdom,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas
ENTO00642,Pseudomonas aeruginosa ATCC 87110,ORGANISM,287,Bacteria,No Rank at Level Kingdom,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas
ENTO00643,Pseudomonas aeruginosa ATCC 9027,ORGANISM,287,Bacteria,No Rank at Level Kingdom,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas
ENTO00644,Pseudomonas aeruginosa AUMC-B-73,ORGANISM,287,Bacteria,No Rank at Level Kingdom,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas
ENTO00645,Pseudomonas aeruginosa B 63230,ORGANISM,287,Bacteria,No Rank at Level Kingdom,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas
ENTO00646,Pseudomonas aeruginosa CMCC(B) 10104,ORGANISM,287,Bacteria,No Rank at Level Kingdom,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas
ENTO00647,Pseudomonas aeruginosa GIM 1.200,ORGANISM,287,Bacteria,No Rank at Level Kingdom,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas
ENTO00648,Pseudomonas aeruginosa IFO 3080,ORGANISM,287,Bacteria,No Rank at Level Kingdom,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas
ENTO00649,Pseudomonas aeruginosa LN11,ORGANISM,287,Bacteria,No Rank at Level Kingdom,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas
ENTO00650,Pseudomonas aeruginosa MTCC 2453,ORGANISM,287,Bacteria,No Rank at Level Kingdom,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas
ENTO00651,Pseudomonas aeruginosa MTCC 424,ORGANISM,287,Bacteria,No Rank at Level Kingdom,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas
ENTO00652,Pseudomonas aeruginosa NBRC 12582,ORGANISM,287,Bacteria,No Rank at Level Kingdom,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas
ENTO00653,Pseudomonas aeruginosa NCIM No. 2200,ORGANISM,287,Bacteria,No Rank at Level Kingdom,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas
ENTO00654,Pseudomonas aeruginosa PA 14,ORGANISM,287,Bacteria,No Rank at Level Kingdom,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas
ENTO00655,Pseudomonas aeruginosa PAO1,ORGANISM,208964,Bacteria,No Rank at Level Kingdom,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas
ENTO00656,Pseudomonas aeruginosa QDIO-4,ORGANISM,287,Bacteria,No Rank at Level Kingdom,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas
ENTO00657,Pseudomonas aeruginosa QDIONA4,ORGANISM,287,Bacteria,No Rank at Level Kingdom,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas
ENTO00658,Pseudomonas agarici DSMZ 11810,ORGANISM,46677,Bacteria,No Rank at Level Kingdom,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas
ENTO00659,Pseudomonas amygdali pv. lachrymans ATCC 11921,ORGANISM,53707,Bacteria,No Rank at Level Kingdom,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas
ENTO00660,Pseudomonas fluorescens,ORGANISM,294,Bacteria,No Rank at Level Kingdom,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas
ENTO00661,Pseudomonas fluorescens MTCC 103,ORGANISM,294,Bacteria,No Rank at Level Kingdom,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas
ENTO00662,Pseudomonas syringae,ORGANISM,317,Bacteria,No Rank at Level Kingdom,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas
ENTO00663,Pseudomonas syringae pv. actinidiae,ORGANISM,103796,Bacteria,No Rank at Level Kingdom,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas
ENTO00664,Pseudomonas syringae pv. lachrymans,ORGANISM,53707,Bacteria,No Rank at Level Kingdom,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas
ENTO00665,Pseudomonas syringae pv. lachrymans ATCC 11921,ORGANISM,317,Bacteria,No Rank at Level Kingdom,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas
ENTO00666,Pseudopestalotiopsis theae,ORGANISM,218556,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Xylariales,Sporocadaceae,Pseudopestalotiopsis
ENTO00667,Pyricularia oryzae,ORGANISM,318829,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Magnaporthales,Pyriculariaceae,Pyricularia
ENTO00668,Pyricularia oryzae Guy 11,ORGANISM,318829,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Magnaporthales,Pyriculariaceae,Pyricularia
ENTO00669,Pyricularia oryzae HNM 1003,ORGANISM,318829,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Magnaporthales,Pyriculariaceae,Pyricularia
ENTO00670,Pyricularia oryzae KF180,ORGANISM,318829,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Magnaporthales,Pyriculariaceae,Pyricularia
ENTO00671,Pyricularia oryzae P131,ORGANISM,1143193,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Magnaporthales,Pyriculariaceae,Pyricularia
ENTO00672,Pyricularia oryzae YM 3051,ORGANISM,318829,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Magnaporthales,Pyriculariaceae,Pyricularia
ENTO00673,Pythium graminicola,ORGANISM,82937,Eukaryota,No Rank at Level Kingdom,Oomycota,No Rank at Level Class,Pythiales,Pythiaceae,Pythium
ENTO00674,Ralstonia solanacearum,ORGANISM,305,Bacteria,No Rank at Level Kingdom,Pseudomonadota,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Ralstonia
ENTO00675,Ralstonia solanacearum ATCC 11696,ORGANISM,305,Bacteria,No Rank at Level Kingdom,Pseudomonadota,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Ralstonia
ENTO00676,Ralstonia solanacearum K60,ORGANISM,1091042,Bacteria,No Rank at Level Kingdom,Pseudomonadota,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Ralstonia
ENTO00677,Raphanus sativus,ORGANISM,3726,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Brassicales,Brassicaceae,Raphanus
ENTO00678,Rattus norvegicus,ORGANISM,10116,Eukaryota,Metazoa,Chordata,Mammalia,Rodentia,Muridae,Rattus
ENTO00679,Respiratory syncytial virus,ORGANISM,12814,Viruses,Orthornavirae,Negarnaviricota,Monjiviricetes,Mononegavirales,Pneumoviridae,Orthopneumovirus
ENTO00680,Rhizoctonia cerealis,ORGANISM,76351,Eukaryota,Fungi,Basidiomycota,Agaricomycetes,Cantharellales,Ceratobasidiaceae,Ceratobasidium
ENTO00681,Rhizoctonia solani,ORGANISM,456999,Eukaryota,Fungi,Basidiomycota,Agaricomycetes,Cantharellales,Ceratobasidiaceae,Rhizoctonia
ENTO00682,Rhizoctonia solani Kuhn,ORGANISM,456999,Eukaryota,Fungi,Basidiomycota,Agaricomycetes,Cantharellales,Ceratobasidiaceae,Rhizoctonia
ENTO00683,Rhizomucor miehei,ORGANISM,4839,Eukaryota,Fungi,Mucoromycota,Mucoromycetes,Mucorales,Lichtheimiaceae,Rhizomucor
ENTO00684,Rhizopus arrhizus ATCC 10404,ORGANISM,64495,Eukaryota,Fungi,Mucoromycota,Mucoromycetes,Mucorales,Rhizopodaceae,Rhizopus
ENTO00685,Rhizopus stolonifer,ORGANISM,4846,Eukaryota,Fungi,Mucoromycota,Mucoromycetes,Mucorales,Rhizopodaceae,Rhizopus
ENTO00686,Rhodotorula glutinis DSM 10134,ORGANISM,5535,Eukaryota,Fungi,Basidiomycota,Microbotryomycetes,Sporidiobolales,Sporidiobolaceae,Rhodotorula
ENTO00687,Saccharomyces cerevisiae,ORGANISM,4932,Eukaryota,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces
ENTO00688,Saccharomyces cerevisiae ATCC 18824,ORGANISM,4932,Eukaryota,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces
ENTO00689,Saccharomyces cerevisiae ATCC 204508,ORGANISM,4932,Eukaryota,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces
ENTO00690,Saccharomyces cerevisiae ATCC 9080,ORGANISM,4932,Eukaryota,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces
ENTO00691,Saccharomyces cerevisiae ATCC 9763,ORGANISM,4932,Eukaryota,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces
ENTO00692,Saccharomyces cerevisiae ATCC 9804,ORGANISM,4932,Eukaryota,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces
ENTO00693,Saccharomyces cerevisiae BY4742,ORGANISM,4932,Eukaryota,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces
ENTO00694,Salmonella enterica,ORGANISM,28901,Bacteria,No Rank at Level Kingdom,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella
ENTO00695,Salmonella enterica ATCC 14028,ORGANISM,28901,Bacteria,No Rank at Level Kingdom,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella
ENTO00696,Salmonella enterica strains S1,ORGANISM,28901,Bacteria,No Rank at Level Kingdom,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella
ENTO00697,Salmonella enterica strains S2,ORGANISM,28901,Bacteria,No Rank at Level Kingdom,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella
ENTO00698,Salmonella enterica subsp. enterica ATCC14028,ORGANISM,28901,Bacteria,No Rank at Level Kingdom,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella
ENTO00699,Salmonella enterica subsp. enterica serovar Enteritidis,ORGANISM,149539,Bacteria,No Rank at Level Kingdom,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella
ENTO00700,Salmonella enterica subsp. enterica serovar Enteritidis ATCC 13076,ORGANISM,149539,Bacteria,No Rank at Level Kingdom,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella
ENTO00701,Salmonella enterica subsp. enterica serovar Enteritidis ATCC 14028,ORGANISM,149539,Bacteria,No Rank at Level Kingdom,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella
ENTO00702,Salmonella enterica subsp. enterica serovar Enteritidis ATCC 25923,ORGANISM,149539,Bacteria,No Rank at Level Kingdom,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella
ENTO00703,Salmonella enterica subsp. enterica serovar Paratyphi B,ORGANISM,57045,Bacteria,No Rank at Level Kingdom,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella
ENTO00704,Salmonella enterica subsp. enterica serovar Typhi,ORGANISM,90370,Bacteria,No Rank at Level Kingdom,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella
ENTO00705,Salmonella enterica subsp. enterica serovar Typhi MTCC 733,ORGANISM,90370,Bacteria,No Rank at Level Kingdom,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella
ENTO00706,Salmonella enterica subsp. enterica serovar Typhimurium,ORGANISM,90371,Bacteria,No Rank at Level Kingdom,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella
ENTO00707,Salmonella enterica subsp. enterica serovar Typhimurium ATCC 13311,ORGANISM,90371,Bacteria,No Rank at Level Kingdom,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella
ENTO00708,Salmonella enterica subsp. enterica serovar Typhimurium ATCC 14028,ORGANISM,90371,Bacteria,No Rank at Level Kingdom,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella
ENTO00709,Salmonella enterica subsp. enterica serovar Typhimurium ATCC 6539,ORGANISM,90371,Bacteria,No Rank at Level Kingdom,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella
ENTO00710,Salmonella enterica subsp. enterica serovar Typhimurium MTCC 98,ORGANISM,90371,Bacteria,No Rank at Level Kingdom,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella
ENTO00711,Salmonella enterica subsp. enterica serovar Typhimurium NCIM No. 2501,ORGANISM,90371,Bacteria,No Rank at Level Kingdom,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella
ENTO00712,Salmonella enterica subsp. enterica serovar Typhimurium YM 3115,ORGANISM,90371,Bacteria,No Rank at Level Kingdom,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella
ENTO00713,Salmonella sp.,ORGANISM,599,Bacteria,No Rank at Level Kingdom,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella
ENTO00714,Schistosoma mansoni,ORGANISM,6183,Eukaryota,Metazoa,Platyhelminthes,Trematoda,Strigeidida,Schistosomatidae,Schistosoma
ENTO00715,Schizosaccharomyces pombe,ORGANISM,4896,Eukaryota,Fungi,Ascomycota,Schizosaccharomycetes,Schizosaccharomycetales,Schizosaccharomycetaceae,Schizosaccharomyces
ENTO00716,Schizosaccharomyces pombe DSM 70572,ORGANISM,4896,Eukaryota,Fungi,Ascomycota,Schizosaccharomycetes,Schizosaccharomycetales,Schizosaccharomycetaceae,Schizosaccharomyces
ENTO00717,Sclerotinia miyabeana,ORGANISM,NA,Eukaryota,Fungi,No Rank at Level Phylum,No Rank at Level Class,No Rank at Level Order,No Rank at Level Family,No Rank at Level Genus
ENTO00718,Sclerotinia sclerotiorum,ORGANISM,5180,Eukaryota,Fungi,Ascomycota,Leotiomycetes,Helotiales,Sclerotiniaceae,Sclerotinia
ENTO00719,Sclerotinia sclerotiorum BNCC 122299,ORGANISM,5180,Eukaryota,Fungi,Ascomycota,Leotiomycetes,Helotiales,Sclerotiniaceae,Sclerotinia
ENTO00720,Sclerotinia sclerotiorum DSM 1946,ORGANISM,5180,Eukaryota,Fungi,Ascomycota,Leotiomycetes,Helotiales,Sclerotiniaceae,Sclerotinia
ENTO00721,Scrophularia ningpoensis,ORGANISM,291326,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Lamiales,Scrophulariaceae,Scrophularia
ENTO00722,Setaria italica,ORGANISM,4555,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Poales,Poaceae,Setaria
ENTO00723,Setaria viridis,ORGANISM,4556,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Poales,Poaceae,Setaria
ENTO00724,Severe acute respiratory syndrome coronavirus,ORGANISM,2901879,Viruses,Orthornavirae,Pisuviricota,Pisoniviricetes,Nidovirales,Coronaviridae,Betacoronavirus
ENTO00725,Shewanella putrefaciens,ORGANISM,24,Bacteria,No Rank at Level Kingdom,Pseudomonadota,Gammaproteobacteria,Alteromonadales,Shewanellaceae,Shewanella
ENTO00726,Shigella dysenteriae,ORGANISM,622,Bacteria,No Rank at Level Kingdom,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Shigella
ENTO00727,Shigella dysenteriae ATCC 11835,ORGANISM,622,Bacteria,No Rank at Level Kingdom,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Shigella
ENTO00728,Shigella flexneri ATCC 12022,ORGANISM,623,Bacteria,No Rank at Level Kingdom,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Shigella
ENTO00729,Shigella flexneri SDINT,ORGANISM,623,Bacteria,No Rank at Level Kingdom,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Shigella
ENTO00730,Shigella sp.,ORGANISM,625,Bacteria,No Rank at Level Kingdom,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Shigella
ENTO00731,Solanum lycopersicum,ORGANISM,4081,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Solanales,Solanaceae,Solanum
ENTO00732,Spinacia oleracea,ORGANISM,3562,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Caryophyllales,Chenopodiaceae,Spinacia
ENTO00733,Spodoptera litura,ORGANISM,69820,Eukaryota,Metazoa,Arthropoda,Insecta,Lepidoptera,Noctuidae,Spodoptera
ENTO00734,Stagonosporopsis cucurbitacearum,ORGANISM,749889,Eukaryota,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Didymellaceae,Stagonosporopsis
ENTO00735,Staphylococcus aureus,ORGANISM,1280,Bacteria,No Rank at Level Kingdom,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus
ENTO00736,Staphylococcus aureus 209P,ORGANISM,1280,Bacteria,No Rank at Level Kingdom,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus
ENTO00737,Staphylococcus aureus 25697,ORGANISM,1280,Bacteria,No Rank at Level Kingdom,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus
ENTO00738,Staphylococcus aureus 3160,ORGANISM,1280,Bacteria,No Rank at Level Kingdom,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus
ENTO00739,Staphylococcus aureus ATCC 12228,ORGANISM,1280,Bacteria,No Rank at Level Kingdom,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus
ENTO00740,Staphylococcus aureus ATCC 12600,ORGANISM,1280,Bacteria,No Rank at Level Kingdom,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus
ENTO00741,Staphylococcus aureus ATCC 25923,ORGANISM,1280,Bacteria,No Rank at Level Kingdom,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus
ENTO00742,Staphylococcus aureus ATCC 27154,ORGANISM,1280,Bacteria,No Rank at Level Kingdom,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus
ENTO00743,Staphylococcus aureus ATCC 27734,ORGANISM,1280,Bacteria,No Rank at Level Kingdom,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus
ENTO00744,Staphylococcus aureus ATCC 2921,ORGANISM,1280,Bacteria,No Rank at Level Kingdom,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus
ENTO00745,Staphylococcus aureus ATCC 29213,ORGANISM,1280,Bacteria,No Rank at Level Kingdom,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus
ENTO00746,Staphylococcus aureus ATCC 29923,ORGANISM,1280,Bacteria,No Rank at Level Kingdom,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus
ENTO00747,Staphylococcus aureus ATCC 29978,ORGANISM,1280,Bacteria,No Rank at Level Kingdom,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus
ENTO00748,Staphylococcus aureus ATCC 43300,ORGANISM,1280,Bacteria,No Rank at Level Kingdom,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus
ENTO00749,Staphylococcus aureus ATCC 51650,ORGANISM,1280,Bacteria,No Rank at Level Kingdom,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus
ENTO00750,Staphylococcus aureus ATCC 6538,ORGANISM,1280,Bacteria,No Rank at Level Kingdom,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus
ENTO00751,Staphylococcus aureus ATCC 6538P,ORGANISM,1280,Bacteria,No Rank at Level Kingdom,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus
ENTO00752,Staphylococcus aureus ATCC 700699,ORGANISM,1280,Bacteria,No Rank at Level Kingdom,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus
ENTO00753,Staphylococcus aureus ATCC 8799,ORGANISM,1280,Bacteria,No Rank at Level Kingdom,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus
ENTO00754,Staphylococcus aureus AUMC-B-54,ORGANISM,1280,Bacteria,No Rank at Level Kingdom,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus
ENTO00755,Staphylococcus aureus CGMCC 1.2465,ORGANISM,1280,Bacteria,No Rank at Level Kingdom,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus
ENTO00756,Staphylococcus aureus clinical isolate,ORGANISM,1280,Bacteria,No Rank at Level Kingdom,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus
ENTO00757,Staphylococcus aureus clinical isolate # 1,ORGANISM,1280,Bacteria,No Rank at Level Kingdom,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus
ENTO00758,Staphylococcus aureus CMCC(B) 26001,ORGANISM,1280,Bacteria,No Rank at Level Kingdom,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus
ENTO00759,Staphylococcus aureus CMCC(B) 26003,ORGANISM,1280,Bacteria,No Rank at Level Kingdom,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus
ENTO00760,Staphylococcus aureus col CGMCC 1.2465,ORGANISM,1280,Bacteria,No Rank at Level Kingdom,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus
ENTO00761,Staphylococcus aureus CPCC 140594,ORGANISM,1280,Bacteria,No Rank at Level Kingdom,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus
ENTO00762,Staphylococcus aureus DSM 346,ORGANISM,1280,Bacteria,No Rank at Level Kingdom,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus
ENTO00763,Staphylococcus aureus DSM 799,ORGANISM,1280,Bacteria,No Rank at Level Kingdom,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus
ENTO00764,Staphylococcus aureus EMBLC-2,ORGANISM,1280,Bacteria,No Rank at Level Kingdom,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus
ENTO00765,Staphylococcus aureus EMRSA-15,ORGANISM,1280,Bacteria,No Rank at Level Kingdom,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus
ENTO00766,Staphylococcus aureus EMRSA-17,ORGANISM,1280,Bacteria,No Rank at Level Kingdom,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus
ENTO00767,"Staphylococcus aureus GISA, ATCC 700787",ORGANISM,1280,Bacteria,No Rank at Level Kingdom,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus
ENTO00768,Staphylococcus aureus IFO 12732,ORGANISM,1280,Bacteria,No Rank at Level Kingdom,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus
ENTO00769,Staphylococcus aureus MTCC 7443,ORGANISM,1280,Bacteria,No Rank at Level Kingdom,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus
ENTO00770,Staphylococcus aureus MTCC 96,ORGANISM,1280,Bacteria,No Rank at Level Kingdom,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus
ENTO00771,Staphylococcus aureus N50,ORGANISM,1280,Bacteria,No Rank at Level Kingdom,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus
ENTO00772,Staphylococcus aureus NBRC 13276,ORGANISM,1280,Bacteria,No Rank at Level Kingdom,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus
ENTO00773,Staphylococcus aureus NCIM No. 2079,ORGANISM,1280,Bacteria,No Rank at Level Kingdom,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus
ENTO00774,Staphylococcus aureus NCTC 6571,ORGANISM,1280,Bacteria,No Rank at Level Kingdom,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus
ENTO00775,Staphylococcus aureus NRS 17,ORGANISM,1280,Bacteria,No Rank at Level Kingdom,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus
ENTO00776,Staphylococcus aureus P1571,ORGANISM,1280,Bacteria,No Rank at Level Kingdom,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus
ENTO00777,Staphylococcus aureus PAGU 273,ORGANISM,1280,Bacteria,No Rank at Level Kingdom,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus
ENTO00778,Staphylococcus aureus SA1199,ORGANISM,1280,Bacteria,No Rank at Level Kingdom,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus
ENTO00779,Staphylococcus aureus SA1199B,ORGANISM,1280,Bacteria,No Rank at Level Kingdom,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus
ENTO00780,Staphylococcus aureus subsp.,ORGANISM,1280,Bacteria,No Rank at Level Kingdom,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus
ENTO00781,Staphylococcus aureus subsp. aureus (DSM 799),ORGANISM,1280,Bacteria,No Rank at Level Kingdom,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus
