ENS_ID,Name,Tax_ID,Superkingdom,Kingdom,Phylum,Class,Order,Family,Genus,GenBank_ID,Closest_GenBank_ID,Endophyte_Type
ENS00586,Neofusicoccum australe SYSU-SKS024,240362,Eukaryota,Fungi,Ascomycota,Dothideomycetes,Botryosphaeriales,Botryosphaeriaceae,Neofusicoccum,MF967208,NA,Endophytic Fungus
ENS00587,Neofusicoccum luteum ZF 52,120395,Eukaryota,Fungi,Ascomycota,Dothideomycetes,Botryosphaeriales,Botryosphaeriaceae,Neofusicoccum,NA,KF766289,Endophytic Fungus
ENS00588,Neofusicoccum parvum JS-0968,310453,Eukaryota,Fungi,Ascomycota,Dothideomycetes,Botryosphaeriales,Botryosphaeriaceae,Neofusicoccum,NA,NA,Endophytic Fungus
ENS00589,Neonectria candida Wollenw KS-246,1634535,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Neonectria,NA,NA,Endophytic Fungus
ENS00590,Neopestalotiopsis foedans,290095,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Xylariales,Sporocadaceae,Neopestalotiopsis,NA,NA,Endophytic Fungus
ENS00591,Neopestalotiopsis sp. G29,1684588,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Xylariales,Sporocadaceae,Neopestalotiopsis,KP745600,NA,Endophytic Fungus
ENS00592,Neopestalotiopsis sp. MFLUCC15-1130,1849553,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Xylariales,Sporocadaceae,Neopestalotiopsis,KY646065,NA,Endophytic Fungus
ENS00593,Neopestalotiopsis vaccinii cgmcc3.9199,3023124,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Xylariales,Sporocadaceae,Neopestalotiopsis,NA,NA,Endophytic Fungus
ENS00594,Neoplaconema napellum IFB-E016,216222,Eukaryota,Fungi,Ascomycota,No Rank at Level Class,No Rank at Level Order,No Rank at Level Family,No Rank at Level Genus,DQ102374,NA,Endophytic Fungus
ENS00595,Nigrospora camelliae-sinensis S30,2022753,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Xylariales,Apiosporaceae,Nigrospora,NA,NA,Endophytic Fungus
ENS00596,Nigrospora chinensis,2022754,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Xylariales,Apiosporaceae,Nigrospora,MK834674.1,NA,Endophytic Fungus
ENS00597,Nigrospora chinensis GGY-3,2022754,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Xylariales,Apiosporaceae,Nigrospora,ON340773,NA,Endophytic Fungus
ENS00598,Nigrospora oryzae,335854,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Xylariales,Apiosporaceae,Nigrospora,NA,NA,Endophytic Fungus
ENS00599,Nigrospora oryzae CF-298113,335854,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Xylariales,Apiosporaceae,Nigrospora,NA,KU933443,Endophytic Fungus
ENS00600,Nigrospora oryzae GL15,335854,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Xylariales,Apiosporaceae,Nigrospora,MT626727,NA,Endophytic Fungus
ENS00601,Nigrospora sp. 1403 KY-2011,993140,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Xylariales,Apiosporaceae,Nigrospora,HQ891110,NA,Endophytic Fungus
ENS00602,Nigrospora sp. MA75,993141,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Xylariales,Apiosporaceae,Nigrospora,HQ891662,NA,Endophytic Fungus
ENS00603,Nigrospora sp. MFLUCC16-0605,1715238,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Xylariales,Apiosporaceae,Nigrospora,NA,HQ832828,Endophytic Fungus
ENS00604,Nigrospora sp. YE3033,1715238,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Xylariales,Apiosporaceae,Nigrospora,KU987454,NA,Endophytic Fungus
ENS00605,Nigrospora sphaerica,114231,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Xylariales,Apiosporaceae,Nigrospora,NA,NA,Endophytic Fungus
ENS00606,Nigrospora sphaerica AVA-1,114231,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Xylariales,Apiosporaceae,Nigrospora,MW130252.1,NA,Endophytic Fungus
ENS00607,Nigrospora sphaerica CRWL3,114231,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Xylariales,Apiosporaceae,Nigrospora,HG938367,NA,Endophytic Fungus
ENS00608,Nigrospora sphaerica EHL2,114231,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Xylariales,Apiosporaceae,Nigrospora,MN726479,NA,Endophytic Fungus
ENS00609,Nigrospora sphaerica ZMT05,114231,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Xylariales,Apiosporaceae,Nigrospora,MG171196,NA,Endophytic Fungus
ENS00610,Nocardiopsis prasina CLA68,2015,Bacteria,No Rank at Level Kingdom,Actinomycetota,Actinomycetes,Streptosporangiales,Nocardiopsaceae,Nocardiopsis,KP269077,NA,Endophytic Bacteria
ENS00611,Nodulisporium sp. A21,1647372,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Xylariales,Xylariaceae,Nodulisporium,KP297933,NA,Endophytic Fungus
ENS00612,Novosphingobium lindaniclasticum CFFSUR-B36,1329895,Bacteria,No Rank at Level Kingdom,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Novosphingobium,MW377568,NA,Endophytic Bacteria
ENS00613,Ophiocordyceps dipterigena strain F0307,235378,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Ophiocordycipitaceae,Ophiocordyceps,NA,NA,Endophytic Fungus
ENS00614,Ovatospora brasiliensis EPE-10 MTCC 25236,1934393,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Sordariales,Chaetomiaceae,Ovatospora,NA,MH858514.1,Endophytic Fungus
ENS00615,Paecilomyces sp. AUMC 15510,40383,Eukaryota,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Thermoascaceae,Paecilomyces,OP429630,NA,Endophytic Fungus
ENS00616,Paecilomyces sp. EJC01.1,40383,Eukaryota,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Thermoascaceae,Paecilomyces,NA,NA,Endophytic Fungus
ENS00617,Paecilomyces sp. tree 1–7,40383,Eukaryota,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Thermoascaceae,Paecilomyces,NA,NA,Endophytic Fungus
ENS00618,Paecilomyces variotii,264951,Eukaryota,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Thermoascaceae,Paecilomyces,NA,NA,Endophytic Fungus
ENS00619,Paenibacillus amylolyticus KMCLE06,1451,Bacteria,No Rank at Level Kingdom,Bacillota,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus,MH220721,NA,Endophytic Bacteria
ENS00620,Paenibacillus polymyxa SK1,1406,Bacteria,No Rank at Level Kingdom,Bacillota,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus,MN326755.1,NA,Endophytic Bacteria
ENS00621,Paenibacillus polymyxa Y-1,1406,Bacteria,No Rank at Level Kingdom,Bacillota,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus,NA,EF488172.1,Endophytic Bacteria
ENS00622,Paenibacillus sp. MOSEL-w13,1365631,Bacteria,No Rank at Level Kingdom,Bacillota,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus,KF307683,NA,Endophytic Bacteria
ENS00623,Pantoea sp. Dez632,69393,Bacteria,No Rank at Level Kingdom,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Erwiniaceae,Pantoea,MZ647535,NA,Endophytic Bacteria
ENS00624,Pantoea sp. strain MHSD15,69393,Bacteria,No Rank at Level Kingdom,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Erwiniaceae,Pantoea,MN093331,NA,Endophytic Bacteria
ENS00625,Paraboeremia selaginellae SE01,749870,Eukaryota,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Didymellaceae,Paraboeremia,ON231784,NA,Endophytic Fungus
ENS00626,Paraconiothyrium sp. strain GFM13,1696682,Eukaryota,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Didymosphaeriaceae,Paraconiothyrium,KX247121,NA,Endophytic Fungus
ENS00627,Paraconiothyrium sp. SW-B-1,1696682,Eukaryota,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Didymosphaeriaceae,Paraconiothyrium,NA,NA,Endophytic Fungus
ENS00628,Paraconiothyrium sp. VK-13,1696682,Eukaryota,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Didymosphaeriaceae,Paraconiothyrium,NA,NA,Endophytic Fungus
ENS00629,Paraconiothyrium sp. YM 311593,1696682,Eukaryota,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Didymosphaeriaceae,Paraconiothyrium,NA,DQ885897,Endophytic Fungus
ENS00630,Paramyrothecium roridum A553,1859971,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Stachybotryaceae,Paramyrothecium,KJ813720,NA,Endophytic Fungus
ENS00631,Paramyrothecium roridum A-S-4,1859971,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Stachybotryaceae,Paramyrothecium,NA,NA,Endophytic Fungus
ENS00632,Paramyrothecium roridum isolate A697,1859971,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Stachybotryaceae,Paramyrothecium,KU529828,NA,Endophytic Fungus
ENS00633,Paraphaeosphaeria sporulosa,1460663,Eukaryota,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Didymosphaeriaceae,Paraphaeosphaeria,KY977581.1,NA,Endophytic Fungus
ENS00634,Paraphaeosphaeria sporulosa CP-1,1460663,Eukaryota,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Didymosphaeriaceae,Paraphaeosphaeria,MN017716,NA,Endophytic Fungus
ENS00635,Penicillium aculeatum,36649,Eukaryota,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,Talaromyces,NA,GU566285.1,Endophytic Fungus
ENS00636,Penicillium adametzioides AS-53,70094,Eukaryota,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium,KJ906543,NA,Endophytic Fungus
ENS00637,Penicillium aurantiogriseum 328#,36655,Eukaryota,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium,NA,NA,Endophytic Fungus
ENS00638,Penicillium brasilianum 7-2,104259,Eukaryota,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium,NA,MH911419,Endophytic Fungus
ENS00639,Penicillium brefeldianum F4a,1131482,Eukaryota,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium,NA,NA,Endophytic Fungus
ENS00640,Penicillium brocae MA-231,201291,Eukaryota,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium,KM191342,NA,Endophytic Fungus
ENS00641,Penicillium canescens Sopp MUM 15.01,5083,Eukaryota,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium,NA,NA,Endophytic Fungus
ENS00642,Penicillium capsulatum XL027,69766,Eukaryota,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium,MN847591,NA,Endophytic Fungus
ENS00643,Penicillium cataractarum SYPF 7131,2100454,Eukaryota,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium,MG779617,NA,Endophytic Fungus
ENS00644,Penicillium chermesinum EN-480,63820,Eukaryota,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium,KT119566,NA,Endophytic Fungus
ENS00645,Penicillium chermesinum ZH4-E2,63820,Eukaryota,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium,HQ428124,NA,Endophytic Fungus
ENS00646,Penicillium chrysogenum MT-12,5076,Eukaryota,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium,MF765611,NA,Endophytic Fungus
ENS00647,Penicillium chrysogenum MTCC 5108,5076,Eukaryota,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium,NA,NA,Endophytic Fungus
ENS00648,Penicillium chrysogenum QEN-24S,5076,Eukaryota,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium,GU985086,NA,Endophytic Fungus
ENS00649,Penicillium chrysogenum strain WF6,5076,Eukaryota,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium,KF957641,NA,Endophytic Fungus
ENS00650,Penicillium chrysogenum V11,5076,Eukaryota,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium,KX777253,NA,Endophytic Fungus
ENS00651,Penicillium chrysogenum XNM-12,5076,Eukaryota,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium,MT075873,NA,Endophytic Fungus
ENS00652,Penicillium citrinum,5077,Eukaryota,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium,KY474352,NA,Endophytic Fungus
ENS00653,Penicillium citrinum AMrb23,5077,Eukaryota,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium,NA,NR121224,Endophytic Fungus
ENS00654,Penicillium citrinum DF47,5077,Eukaryota,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium,OM840089,NA,Endophytic Fungus
ENS00655,Penicillium citrinum HL-5126,5077,Eukaryota,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium,KJ466981,NA,Endophytic Fungus
ENS00656,Penicillium citrinum JCM 22607,5077,Eukaryota,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium,LC228739,NA,Endophytic Fungus
ENS00657,Penicillium citrinum N21,5077,Eukaryota,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium,MT775474,NA,Endophytic Fungus
ENS00658,Penicillium citrinum QJF-22,5077,Eukaryota,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium,MN319561,NA,Endophytic Fungus
ENS00659,Penicillium citrinum strain Salicorn 46,5077,Eukaryota,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium,KF758800,NA,Endophytic Fungus
ENS00660,Penicillium citrinum strain TPDTF1.4,5077,Eukaryota,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium,KC603769,NA,Endophytic Fungus
ENS00661,Penicillium commune,36653,Eukaryota,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium,NA,NA,Endophytic Fungus
ENS00662,Penicillium commune strain C01,36653,Eukaryota,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium,KJ194124,NA,Endophytic Fungus
ENS00663,Penicillium crustosum VR4,36656,Eukaryota,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium,NA,NA,Endophytic Fungus
ENS00664,Penicillium echinulatum pt-4,60174,Eukaryota,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium,KF939053,NA,Endophytic Fungus
ENS00665,Penicillium expansum,27334,Eukaryota,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium,OL958430,NA,Endophytic Fungus
ENS00666,Penicillium expansum strain WF7,27334,Eukaryota,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium,KF957642,NA,Endophytic Fungus
ENS00667,Penicillium herquei JX4,69774,Eukaryota,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium,MF663569.1,NA,Endophytic Fungus
ENS00668,Penicillium janthinellum HDN13-309,5079,Eukaryota,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium,KM659023,NA,Endophytic Fungus
ENS00669,Penicillium janthinellum SYPF 7899,5079,Eukaryota,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium,NA,NA,Endophytic Fungus
ENS00670,Penicillium janthinellum yuan-27,5079,Eukaryota,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium,NA, AJ608945,Endophytic Fungus
ENS00671,Penicillium namyslowskii strain TRT75,96007,Eukaryota,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium,HQ701741,NA,Endophytic Fungus
ENS00672,Penicillium nothofagi P-6,1131574,Eukaryota,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium,MN103999.1,NA,Endophytic Fungus
ENS00673,Penicillium ochrochloron,69780,Eukaryota,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium,MG818953,NA,Endophytic Fungus
ENS00674,Penicillium oxalicum,69781,Eukaryota,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium,NA,MT267816.1,Endophytic Fungus
ENS00675,Penicillium oxalicum B4,69781,Eukaryota,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium,FJ196840,NA,Endophytic Fungus
ENS00676,Penicillium oxalicum EN-290,69781,Eukaryota,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium,KT008098,NA,Endophytic Fungus
ENS00677,Penicillium oxalicum LA-1,69781,Eukaryota,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium,KX622790,NA,Endophytic Fungus
ENS00678,Penicillium polonicum,60169,Eukaryota,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium,NA,NA,Endophytic Fungus
ENS00679,Penicillium polonicum AUMC 14487,60169,Eukaryota,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium,MK128497.1,NA,Endophytic Fungus
ENS00680,Penicillium purpurogenum,1266744,Eukaryota,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,Talaromyces,NA,NA,Endophytic Fungus
ENS00681,Penicillium rolfsii strain Y17,69785,Eukaryota,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium,MT729953,NA,Endophytic Fungus
ENS00682,Penicillium rubens PQJ-2,1108849,Eukaryota,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium,OM269040,NA,Endophytic Fungus
ENS00683,Penicillium rubens Tareq T1F,1108849,Eukaryota,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium,OM836434.1,NA,Endophytic Fungus
ENS00684,Penicillium sclerotiorin SCNU-F0040,5073,Eukaryota,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,No Rank at Level Genus,MW541637,NA,Endophytic Fungus
ENS00685,Penicillium sclerotiorum isolate C2,69788,Eukaryota,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium,KP307916,NA,Endophytic Fungus
ENS00686,Penicillium sclerotiorum MPT-250,69788,Eukaryota,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium,OK357287,NA,Endophytic Fungus
ENS00687,Penicillium sclerotiorum strain ZJHJJ-18,69788,Eukaryota,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium,MW922390,NA,Endophytic Fungus
ENS00688,Penicillium simplicissimum,69488,Eukaryota,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium,NA,NA,Endophytic Fungus
ENS00689,Penicillium solitum IS1-A,60172,Eukaryota,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium,MN365722,NA,Endophytic Fungus
ENS00690,Penicillium sp. 1642D,1194171,Eukaryota,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium,JQ778844,NA,Endophytic Fungus
ENS00691,Penicillium sp. AS-79,5081,Eukaryota,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium,KY322516,NA,Endophytic Fungus
ENS00692,Penicillium sp. BJR-P2,2908131,Eukaryota,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium,PRJNA793386,NA,Endophytic Fungus
ENS00693,Penicillium sp. CAM64,5081,Eukaryota,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium,NA,NA,Endophytic Fungus
ENS00694,Penicillium sp. CPCC 400817,5081,Eukaryota,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium,NA,NA,Endophytic Fungus
ENS00695,Penicillium sp. CPCC 401423,5081,Eukaryota,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium,OK349514,NA,Endophytic Fungus
ENS00696,Penicillium sp. ct-28,5081,Eukaryota,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium,NA,NR144866,Endophytic Fungus
ENS00697,Penicillium sp. HN29-3B1,1426912,Eukaryota,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium,KF572480,NA,Endophytic Fungus
ENS00698,Penicillium sp. HS-N-27,5081,Eukaryota,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium,NA,KF367521,Endophytic Fungus
ENS00699,Penicillium sp. HSZ-43,1513795,Eukaryota,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium,KJ681497,NA,Endophytic Fungus
ENS00700,Penicillium sp. JVF17,5081,Eukaryota,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium,MZ331730,NA,Endophytic Fungus
ENS00701,Penicillium sp. JY246,5081,Eukaryota,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium,MK050979,NA,Endophytic Fungus
ENS00702,Penicillium sp. Lt,945554,Eukaryota,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium,HQ112180,NA,Endophytic Fungus
ENS00703,Penicillium sp. M-01,1177052,Eukaryota,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium,NA,NA,Endophytic Fungus
ENS00704,Penicillium sp. Nb 19,5081,Eukaryota,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium,MK120566,NA,Endophytic Fungus
ENS00705,Penicillium sp. NO. 24,5081,Eukaryota,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium,NA,NA,Endophytic Fungus
ENS00706,Penicillium sp. R22,1856372,Eukaryota,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium,KU359776,NA,Endophytic Fungus
ENS00707,Penicillium sp. strain CAMMC64,5081,Eukaryota,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium,NA,NA,Endophytic Fungus
ENS00708,Penicillium sp. strain GXIMD 03101,5081,Eukaryota,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium,MZ971181,NA,Endophytic Fungus
ENS00709,Penicillium sp. T2-11,5081,Eukaryota,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium,MT682968,NA,Endophytic Fungus
ENS00710,Penicillium sp. ZJ-SY,5081,Eukaryota,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium,KX890092,NA,Endophytic Fungus
ENS00711,Penicillium spinulosum EPSLR4,63822,Eukaryota,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium,NA,NA,Endophytic Fungus
ENS00712,Penicillium steckii SCSIO 41025,303698,Eukaryota,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium,MW033549,NA,Endophytic Fungus
ENS00713,Penicillium tropicum AMb3,228413,Eukaryota,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium,NA,NR111485,Endophytic Fungus
ENS00714,Penicillium vulpinum strain GDGJ91,29845,Eukaryota,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium,MK673871,NA,Endophytic Fungus
ENS00715,Peniophora incarnata Z4,55350,Eukaryota,Fungi,Basidiomycota,Agaricomycetes,Russulales,Peniophoraceae,Peniophora,EU918698,NA,Endophytic Fungus
ENS00716,Perenniporia tephropora Z41,483159,Eukaryota,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Polyporaceae,Perenniporia,JN198488,NA,Endophytic Fungus
ENS00717,Peribacillus muralis CFFSUR-B39,264697,Bacteria,No Rank at Level Kingdom,Bacillota,Bacilli,Bacillales,Bacillaceae,Peribacillus,MW377569,NA,Endophytic Bacteria
ENS00718,Peribacillus sp. strain AS_2,2675267,Bacteria,No Rank at Level Kingdom,Bacillota,Bacilli,Bacillales,Bacillaceae,Peribacillus,MZ976847,NA,Endophytic Bacteria
ENS00719,Periconia sp.,1756127,Eukaryota,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Periconiaceae,Periconia,NA,NA,Endophytic Fungus
ENS00720,Periconia sp. F-31,1756127,Eukaryota,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Periconiaceae,Periconia,NA,NA,Endophytic Fungus
ENS00721,Periconia sp. OBW-15,1756127,Eukaryota,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Periconiaceae,Periconia,NA,NA,Endophytic Fungus
ENS00722,Periconia sp. TJ403-rc01,1756127,Eukaryota,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Periconiaceae,Periconia,MN307490,NA,Endophytic Fungus
ENS00723,Peroneutypa scoparia SCBG-8,1736665,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Xylariales,Diatrypaceae,Peroneutypa,MN788605,NA,Endophytic Fungus
ENS00724,Pestalotia sp.,2026558,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Xylariales,Amphisphaeriaceae,Pestalotia,NA,NA,Endophytic Fungus
ENS00725,Pestalotiopsis adusta,173179,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Xylariales,Sporocadaceae,Pestalotiopsis,KF011509,NA,Endophytic Fungus
ENS00726,Pestalotiopsis besseyi,290097,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Xylariales,Sporocadaceae,Pestalotiopsis,NA,NA,Endophytic Fungus
ENS00727,Pestalotiopsis fici strain PSHI2004Endo106-1,393283,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Xylariales,Sporocadaceae,Pestalotiopsis,DQ812914,NA,Endophytic Fungus
ENS00728,Pestalotiopsis flavidula,859166,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Xylariales,Sporocadaceae,Pestalotiopsis,NA,NA,Endophytic Fungus
ENS00729,Pestalotiopsis mangiferae,748176,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Xylariales,Sporocadaceae,Pestalotiopsis,HM802302,NA,Endophytic Fungus
ENS00730,Pestalotiopsis microspora strain DL-F-3,85828,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Xylariales,Sporocadaceae,Pestalotiopsis,KU255793,NA,Endophytic Fungus
ENS00731,Pestalotiopsis neglecta FJ-2,173184,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Xylariales,Sporocadaceae,Pestalotiopsis,KJ719299,NA,Endophytic Fungus
